date,forecast
2025-12-31,2018.597389342036
2026-01-31,2046.9773738286071
2026-02-28,2072.610908203575
2026-03-31,2100.990892690146
2026-04-30,2128.455393806183
2026-05-31,2156.8353782927547
2026-06-30,2184.299879408791
2026-07-31,2212.679863895363
