date,forecast
2025-06-30,1850.1490059105636
2025-07-31,1878.528998566246
2025-08-31,1906.9089912219276
2025-09-30,1934.3735002435558
2025-10-31,1962.7534928992375
2025-11-30,1990.2180019208656
